POS,Name,First Name,Last Name,ORG,HT,WT,B,T,VAL,CTM,CFR,CYear,CEra,CType,ST,CID,Tier,Title,SER,L10,VAR,VLvl,CON,BABIP,GAP,POW,EYE,K's,BA vL,CON vL,GAP vL,POW vL,EYE vL,K vL,BA vR,CON vR,GAP vR,POW vR,EYE vR,K vR,BUN,BFH,BBT,GBT,FBT,STU,MOV,CON_1,PBABIP,HRA,STU vL,MOV vL,CON vL_1,PBABIP vL,HRA vL,STU vR,MOV vR,CON vR_1,PBABIP vR,HRA vR,FB,CH,CB,SL,SI,SP,CT,FO,CC,SC,KC,KN,PIT,G/F,VELO,Slot,PT,STM,HLD,C ABI,C FRM,C ARM,IF RNG,IF ERR,IF ARM,TDP,OF RNG,OF ERR,OF ARM,P,C,1B,2B,3B,SS,LF,CF,RF,P Pot,C Pot,1B Pot,2B Pot,3B Pot,SS Pot,LF Pot,CF Pot,RF Pot,SPE,SR,STE,RUN,G,GS,PA,AB,H,1B_1,2B_1,3B_1,HR,RBI,R,BB,IBB,HP,SH,SF,CI,K,GIDP,RC,OPS,WPA,wRC,wRAA,WAR,PI/PA,SB,CS,BatR,wSB,UBR,BsR,G_1,GS_1,W,L,HLD_1,SD,MD,IP,BF,AB_1,1B_2,2B_2,3B_2,HR_1,TB,R_1,ER,BB_1,IBB_1,K_1,HP_1,SH_1,SF_1,WP,BK,CI_1,DP,GF,IR,IRS,pLi,PI,GB,FB_1,SB_1,CS_1,WPA_1,WAR_1,rWAR,SIERA,POS_1,G_2,GS_2,TC,A,PO,E,DP_1,TP,RNG,ZR,EFF,SBA,RTO,IP_1,PB,CER,CERA,BIZ-R,BIZ-Rm,BIZ-L,BIZ-Lm,BIZ-E,BIZ-Em,BIZ-U,BIZ-Um,BIZ-Z,BIZ-Zm,FRM,ARM
SP,Matt Harrison,Matt,Harrison,Tacoma Hilltoppers,6' 4',240 lbs,L,L,68,Texas Rangers,TEX,2011,2005-2014,Snap,-,83051,Bronze,Snapshot  SP Matt Harrison  TEX  2011,,0,Y,1,5,1,3,1,3,1,1,5,3,1,3,1,1,5,4,1,4,1,27,9,Normal,Normal,Normal,57,84,72,79,87,67,75,84,79,73,52,87,69,79,92,41,70,68,-,61,-,74,-,-,-,-,-,5,NEU,89-91,3/4,Normal,69,89,-,-,-,28,20,23,23,3,10,5,56,-,-,-,-,-,-,-,-,56,-,-,-,-,-,-,-,-,7,5,6,9,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,.000,0.00,0,-0.0,0.0,0.00,0,0,-0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,2.1,13,12,2,2,0,0,6,2,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0.27,48,1,3,0,0,-0.0,0.1,-0.1,3.34,1,1,0,0,0,0,0,0,0,0.00,0.0,.000,0,0,2.1,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0.0,0.0
SP,Jack Harshman,Jack,Harshman,Atlanta Braves,6' 2',185 lbs,L,L,69,Chicago White Sox,CHW,1954,1946-1960,Snap,-,83192,Bronze,Snapshot  SP Jack Harshman  CWS  1954,,0,N,0,22,19,38,117,118,26,11,16,10,14,106,21,22,25,44,150,123,28,56,56,Flyball,Spray,Spray,99,95,50,68,109,112,93,73,40,120,96,94,37,78,102,77,140,69,89,-,-,-,-,-,-,-,-,4,EX FB,89-91,OTT,Normal,70,68,-,-,-,34,27,28,23,5,10,4,71,-,54,-,-,-,-,-,-,71,-,54,-,-,-,-,-,-,5,5,6,5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,.000,0.00,0,-0.0,0.0,0.00,0,0,-0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,4.1,20,15,1,0,0,0,1,3,1,5,0,6,0,0,0,3,0,0,0,0,0,0,1.04,104,4,3,0,0,-0.1,0.1,-0.0,4.61,1,1,1,0,0,0,0,0,0,0.00,0.0,.000,0,0,4.1,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0.0,0.0
SP,Jack Harshman,Jack,Harshman,Arlington Parking Lots,6' 2',185 lbs,L,L,69,Chicago White Sox,CHW,1954,1946-1960,Snap,-,83192,Bronze,Snapshot  SP Jack Harshman  CWS  1954,,0,N,0,22,19,38,117,118,26,11,16,10,14,106,21,22,25,44,150,123,28,56,56,Flyball,Spray,Spray,99,95,50,68,109,112,93,73,40,120,96,94,37,78,102,77,140,69,89,-,-,-,-,-,-,-,-,4,EX FB,89-91,OTT,Normal,70,68,-,-,-,34,27,28,23,5,10,4,71,-,54,-,-,-,-,-,-,71,-,54,-,-,-,-,-,-,5,5,6,5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,.000,0.00,0,-0.0,0.0,0.00,0,0,-0.0,0.0,0.0,0.0,2,2,0,1,0,0,0,11.0,48,43,7,2,0,3,23,6,6,5,0,12,0,0,0,0,0,0,1,0,0,0,0.84,216,9,10,0,0,-0.1,-0.1,0.1,3.56,1,2,2,4,2,2,0,0,0,3.27,0.0,1.018,0,0,11.0,0,0,0.00,2,2,0,0,0,0,0,0,0,0,0.0,0.0
SP,Jack Harshman,Jack,Harshman,Edinburgh Diamond Devils,6' 2',185 lbs,L,L,69,Chicago White Sox,CHW,1954,1946-1960,Snap,-,83192,Bronze,Snapshot  SP Jack Harshman  CWS  1954,,0,Y,5,25,22,42,126,127,30,14,19,13,17,115,24,25,29,49,161,133,32,56,56,Flyball,Spray,Spray,107,103,55,74,118,121,101,80,45,130,104,101,41,85,110,77,140,69,89,-,-,-,-,-,-,-,-,4,EX FB,89-91,OTT,Normal,70,68,-,-,-,34,27,28,23,5,10,4,76,-,59,-,-,-,-,-,-,76,-,59,-,-,-,-,-,-,5,5,6,5,1,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,.000,-0.01,0,-0.2,-0.0,4.00,0,0,-0.2,0.0,0.0,0.0,1,0,1,0,0,0,0,5.1,20,18,1,0,0,0,1,0,0,1,0,6,1,0,0,2,0,0,0,0,2,0,1.23,97,4,6,0,0,0.3,0.2,0.4,2.15,1,1,0,2,1,1,0,0,0,3.38,0.0,1.018,0,0,5.1,0,0,0.00,1,1,0,0,0,0,0,0,0,0,0.0,0.0
SP,Jack Harshman,Jack,Harshman,Cape Cod Sharks - HotL,6' 2',185 lbs,L,L,69,Chicago White Sox,CHW,1954,1946-1960,Snap,-,83192,Bronze,Snapshot  SP Jack Harshman  CWS  1954,,0,N,0,22,19,38,117,118,26,11,16,10,14,106,21,22,25,44,150,123,28,56,56,Flyball,Spray,Spray,99,95,50,68,109,112,93,73,40,120,96,94,37,78,102,77,140,69,89,-,-,-,-,-,-,-,-,4,EX FB,89-91,OTT,Normal,70,68,-,-,-,34,27,28,23,5,10,4,71,-,54,-,-,-,-,-,-,71,-,54,-,-,-,-,-,-,5,5,6,5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,.000,0.00,0,-0.0,0.0,0.00,0,0,-0.0,0.0,0.0,0.0,2,0,0,1,0,0,2,3.2,20,17,7,0,0,0,7,4,3,3,0,3,0,0,0,0,0,0,0,0,4,2,1.47,85,4,3,0,0,-0.4,0.0,-0.3,5.45,1,2,0,1,0,1,0,0,0,2.45,0.0,.000,0,0,3.2,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0.0,0.0
SP,Kyle Hart,Kyle,Hart,Raleigh Keilbasas,6' 5',170 lbs,L,L,66,San Diego Padres,SDP,2026,2026,2026Live,-,81755,Bronze,MLB 2026 Live  SP Kyle Hart  SD,,87,N,0,17,17,19,4,16,16,17,17,19,4,16,16,18,18,20,5,17,17,49,36,Normal,Normal,Normal,72,72,80,81,68,76,76,82,85,72,71,71,80,80,67,78,76,-,78,76,-,77,-,-,-,-,-,5,NEU,91-93,3/4,Normal,55,61,1,1,1,26,39,55,27,3,3,3,78,-,63,-,-,-,-,-,-,78,-,63,-,-,-,-,-,-,17,14,13,25,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,.000,0.00,0,-0.0,0.0,0.00,0,0,-0.0,0.0,0.0,0.0,2,2,0,1,0,0,0,8.0,41,35,11,0,0,0,11,8,5,5,0,6,0,0,1,1,0,0,1,0,0,0,1.17,180,6,10,0,0,-0.5,0.1,-0.3,5.25,1,2,2,2,1,0,1,0,0,1.12,-0.5,.000,0,0,8.0,0,0,0.00,2,1,0,0,0,0,0,0,0,0,0.0,0.0
SP,Al Hollingsworth,Al,Hollingsworth,Arlington Parking Lots,6' 0',175 lbs,L,L,69,Cincinnati Reds,CIN,1936,1921-1945,Snap,-,83169,Bronze,Snapshot  SP Al Hollingsworth  CIN  1936,,0,N,0,23,28,24,23,30,18,16,14,14,13,33,10,31,26,28,27,30,21,26,9,Normal,Spray,Spray,74,81,69,74,85,92,87,73,46,108,68,80,68,83,79,92,97,73,-,-,-,-,-,-,-,-,-,3,FB,90-92,SIDE,Normal,74,33,-,-,-,29,30,27,23,6,4,6,67,-,-,-,-,-,-,-,-,67,-,-,-,-,-,-,-,-,11,4,6,17,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,.000,0.00,0,-0.0,0.0,0.00,0,0,-0.0,0.0,0.0,0.0,2,0,1,0,0,1,0,2.0,5,5,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.94,25,1,2,0,2,0.2,0.1,0.1,2.75,1,2,0,1,1,0,0,0,0,4.50,0.6,.000,2,2,2.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0.0,0.0
SP,Tommy John,Tommy,John,Napa Cabernets,6' 3',185 lbs,R,L,66,New York Yankees,NYY,1980,1980-1992,VET,-,83873,Bronze,Veteran Presence  SP Tommy John  NYY  1980,,0,N,0,17,16,36,5,35,17,20,20,32,3,44,20,15,16,38,6,32,17,32,20,Normal,Normal,Normal,40,85,90,84,86,53,79,80,101,69,35,87,94,78,92,-,68,46,-,49,-,51,-,-,55,-,-,5,EX GB,89-91,3/4,GB'er,87,115,-,-,-,25,30,26,25,4,4,3,63,-,-,-,-,-,-,-,-,63,-,-,-,-,-,-,-,-,7,5,6,10,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,.000,0.00,0,-0.0,0.0,0.00,0,0,-0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,6.0,26,24,7,0,0,0,7,1,1,2,0,2,0,0,0,1,0,0,1,0,0,0,1.32,106,6,9,0,0,0.2,0.1,0.3,5.85,1,1,1,1,0,0,1,0,0,0.00,0.0,.000,0,0,6.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0.0,0.0
SP,Tommy John,Tommy,John,Tacoma Hilltoppers,6' 3',185 lbs,R,L,66,New York Yankees,NYY,1980,1980-1992,VET,-,83873,Bronze,Veteran Presence  SP Tommy John  NYY  1980,,0,N,0,17,16,36,5,35,17,20,20,32,3,44,20,15,16,38,6,32,17,32,20,Normal,Normal,Normal,40,85,90,84,86,53,79,80,101,69,35,87,94,78,92,-,68,46,-,49,-,51,-,-,55,-,-,5,EX GB,89-91,3/4,GB'er,87,115,-,-,-,25,30,26,25,4,4,3,63,-,-,-,-,-,-,-,-,63,-,-,-,-,-,-,-,-,7,5,6,10,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,.000,0.00,0,-0.0,0.0,0.00,0,0,-0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,6.2,23,23,2,0,0,2,10,3,3,0,0,3,0,0,0,0,0,0,1,0,0,0,0.87,99,8,8,0,0,0.0,-0.1,0.1,4.06,1,1,1,2,1,1,0,0,0,2.70,0.0,1.018,0,0,6.2,0,0,0.00,1,1,0,0,0,0,0,0,0,0,0.0,0.0
SP,Jackson Kowar,Jackson,Kowar,Raleigh Keilbasas,6' 5',200 lbs,R,R,57,Baltimore Orioles,BAL,2026,2026,2026Live,-,82645,Iron,MLB 2026 Live  RP Jackson Kowar  BAL,,34,N,0,32,33,21,1,7,34,35,33,23,1,8,35,33,32,21,1,7,34,58,1,Normal,Spray,Spray,78,73,66,77,72,78,75,67,79,73,77,73,66,75,72,90,81,85,88,-,-,-,-,-,-,-,-,4,NEU,96-98,3/4,Normal,37,73,1,1,3,21,4,32,3,17,1,18,31,-,30,-,-,-,-,-,-,31,-,30,-,-,-,-,-,-,13,23,14,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,.000,0.00,0,-0.0,0.0,0.00,0,0,-0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,4.0,18,17,3,2,0,0,7,2,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0.97,88,4,6,0,0,0.0,0.1,0.0,5.02,1,1,1,1,0,1,0,0,0,2.25,0.0,.000,0,0,4.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0.0,0.0
SP,Bob Kuzava,Bob,Kuzava,Crystal Beach Sunsets,6' 2',205 lbs,S,L,68,New York Yankees,NYY,1951,1946-1960,Snap,-,83150,Bronze,Snapshot  SP Bob Kuzava  NYY  1951,,0,N,0,5,2,7,1,8,2,1,5,4,1,13,3,3,5,8,1,7,2,50,7,Normal,Spray,Spray,85,76,68,84,72,71,60,74,37,72,89,82,67,100,73,84,-,79,-,113,-,-,-,-,-,-,-,3,EX FB,89-91,3/4,Normal,61,63,-,-,-,26,20,23,23,2,5,1,54,-,-,-,-,-,-,-,-,54,-,-,-,-,-,-,-,-,15,3,6,27,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,.000,0.00,0,-0.0,0.0,0.00,0,0,-0.0,0.0,0.0,0.0,2,2,1,1,0,0,0,11.2,47,43,5,2,0,2,17,3,3,3,0,11,1,0,0,1,0,0,1,0,0,0,0.90,202,8,14,0,0,0.3,0.0,0.4,3.19,1,2,2,1,1,0,0,0,0,0.77,0.0,1.018,0,0,11.2,0,0,0.00,1,1,0,0,0,0,0,0,0,0,0.0,0.0
