POS,Name,First Name,Last Name,ORG,HT,WT,B,T,VAL,CTM,CFR,CYear,CEra,CType,ST,CID,Tier,Title,SER,L10,VAR,VLvl,CON,BABIP,GAP,POW,EYE,K's,BA vL,CON vL,GAP vL,POW vL,EYE vL,K vL,BA vR,CON vR,GAP vR,POW vR,EYE vR,K vR,BUN,BFH,BBT,GBT,FBT,STU,MOV,CON_1,PBABIP,HRA,STU vL,MOV vL,CON vL_1,PBABIP vL,HRA vL,STU vR,MOV vR,CON vR_1,PBABIP vR,HRA vR,FB,CH,CB,SL,SI,SP,CT,FO,CC,SC,KC,KN,PIT,G/F,VELO,Slot,PT,STM,HLD,C ABI,C FRM,C ARM,IF RNG,IF ERR,IF ARM,TDP,OF RNG,OF ERR,OF ARM,P,C,1B,2B,3B,SS,LF,CF,RF,P Pot,C Pot,1B Pot,2B Pot,3B Pot,SS Pot,LF Pot,CF Pot,RF Pot,SPE,SR,STE,RUN,G,GS,PA,AB,H,1B_1,2B_1,3B_1,HR,RBI,R,BB,IBB,HP,SH,SF,CI,K,GIDP,RC,OPS,WPA,wRC,wRAA,WAR,PI/PA,SB,CS,BatR,wSB,UBR,BsR,G_1,GS_1,W,L,HLD_1,SD,MD,IP,BF,AB_1,1B_2,2B_2,3B_2,HR_1,TB,R_1,ER,BB_1,IBB_1,K_1,HP_1,SH_1,SF_1,WP,BK,CI_1,DP,GF,IR,IRS,pLi,PI,GB,FB_1,SB_1,CS_1,WPA_1,WAR_1,rWAR,SIERA,POS_1,G_2,GS_2,TC,A,PO,E,DP_1,TP,RNG,ZR,EFF,SBA,RTO,IP_1,PB,CER,CERA,BIZ-R,BIZ-Rm,BIZ-L,BIZ-Lm,BIZ-E,BIZ-Em,BIZ-U,BIZ-Um,BIZ-Z,BIZ-Zm,FRM,ARM
SP,Darltie Cooper,Darltie,Cooper,The Spacehog,5' 10',185 lbs,R,R,68,Harrisburg Giants,HaGi,1926,1921-1945,NeL,-,84434,Bronze,Negro League Star  SP Darltie Cooper  HaGi  1926,,0,Y,5,45,51,76,76,54,41,52,46,77,79,56,42,51,45,76,76,54,41,40,19,Normal,Normal,Spray,67,81,101,83,80,66,81,101,84,80,67,81,102,83,81,64,76,71,76,-,-,-,-,-,-,-,-,4,NEU,90-92,OTT,Normal,73,60,1,1,1,59,30,45,53,72,59,59,100,-,63,-,33,28,85,62,77,100,-,63,-,33,28,85,62,77,36,5,6,28,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,.000,0.00,0,-0.0,0.0,0.00,0,0,-0.0,0.0,0.0,0.0,3,3,1,0,0,0,0,20.2,79,75,12,2,0,1,20,6,6,3,0,12,0,0,1,0,0,0,0,0,0,0,0.99,314,25,24,1,0,0.6,0.5,0.7,4.17,1,3,3,7,1,6,0,0,0,3.05,-0.2,1.021,1,0,20.2,0,0,0.00,1,1,0,0,0,0,0,0,0,0,0.0,0.0
SP,Bailey Falter,Bailey,Falter,Detroit Sushi Cats,6' 4',205 lbs,R,L,64,Kansas City Royals,KCR,2026,2026,2026Live,-,82388,Bronze,MLB 2026 Live  SP Bailey Falter  KC,,0,N,0,18,17,20,7,14,19,17,18,20,7,14,19,17,18,20,7,14,19,45,12,Normal,Pull,Pull,60,80,79,89,76,62,83,81,93,78,59,79,79,88,75,73,74,68,66,-,-,-,-,-,-,-,-,4,EX FB,92-94,3/4,Normal,65,57,4,4,4,37,10,50,12,35,25,50,61,-,52,-,-,-,31,-,25,61,-,52,-,-,-,31,-,25,15,11,13,22,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,.000,0.00,0,-0.0,0.0,0.00,0,0,-0.0,0.0,0.0,0.0,3,0,0,0,1,0,1,6.0,26,22,1,3,1,1,14,3,3,4,0,4,0,0,0,0,0,0,1,2,1,0,0.93,138,5,7,0,0,-0.1,-0.1,0.0,5.52,1,3,0,3,2,1,0,0,0,4.50,0.0,1.021,0,0,6.0,0,0,0.00,1,1,0,0,0,0,0,0,0,0,0.0,0.0
SP,Al Fitzmorris,Al,Fitzmorris,Scrubs 'n Duds,6' 2',190 lbs,S,R,63,Kansas City Royals,KCR,1976,1961-1979,Snap,-,83123,Bronze,Snapshot  SP Al Fitzmorris  KC  1976,,0,N,0,4,1,3,1,3,1,1,4,3,1,3,1,1,4,3,1,3,1,24,1,Normal,Spray,Spray,44,85,84,70,93,33,92,94,64,107,53,79,76,75,81,-,76,-,58,57,-,-,-,-,-,-,-,3,GB,89-91,3/4,GB'er,72,55,-,-,-,34,53,38,28,7,5,10,87,-,-,-,-,-,-,-,-,87,-,-,-,-,-,-,-,-,5,4,6,5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,.000,0.00,0,-0.0,0.0,0.00,0,0,-0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,4.1,22,19,7,1,0,0,9,4,4,1,0,3,1,0,1,0,0,0,1,0,0,0,1.14,104,5,4,0,0,-0.3,0.1,-0.1,4.47,1,1,1,0,0,0,0,0,0,0.00,0.0,.000,0,0,4.1,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0.0,0.0
SP,Whitey Ford,Whitey,Ford,Farmville Barnyard,5' 10',180 lbs,L,L,67,New York Yankees,NYY,1962,1961-1979,Snap,-,83158,Bronze,Snapshot  SP Whitey Ford  NYY  1962,,0,N,0,17,9,53,3,54,24,7,12,56,2,47,14,10,19,53,4,57,28,58,3,Normal,Normal,Normal,66,78,80,86,74,83,77,72,69,81,60,78,83,92,72,50,84,75,81,-,-,-,-,-,-,-,-,4,NEU,87-89,3/4,Normal,81,98,-,-,-,32,27,29,27,7,7,1,69,-,-,-,-,-,-,-,-,69,-,-,-,-,-,-,-,-,41,31,67,33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,.000,0.00,0,-0.0,0.0,0.00,0,0,-0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,6.2,28,24,3,0,0,0,3,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,1.03,112,9,7,0,0,0.3,0.1,0.5,5.46,1,1,1,2,2,0,0,0,0,2.70,0.0,1.021,0,0,6.2,0,0,0.00,2,2,0,0,0,0,0,0,0,0,0.0,0.0
SP,Mike Fornieles,Mike,Fornieles,Farmville Barnyard,5' 11',155 lbs,R,R,67,Boston Red Sox,BOS,1957,1946-1960,Snap,-,83168,Bronze,Snapshot  SP Mike Fornieles  BOS  1957,,0,N,0,7,4,4,1,8,5,4,7,4,1,5,6,4,7,5,1,10,5,35,36,Normal,Normal,Normal,67,82,76,64,91,68,86,69,61,99,65,77,82,67,83,48,-,66,78,-,-,-,-,-,87,74,-,5,NEU,89-91,3/4,Normal,63,48,-,-,-,27,18,23,23,2,7,6,53,-,-,-,-,-,-,-,-,53,-,-,-,-,-,-,-,-,12,4,6,19,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,.000,0.00,0,-0.0,0.0,0.00,0,0,-0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1.0,4,3,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0.92,16,1,1,0,0,0.0,-0.0,0.1,9.00,1,1,0,0,0,0,0,0,0,0.00,0.0,.000,0,0,1.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0.0,0.0
SP,Jon Garland,Jon,Garland,Detroit Sushi Cats,6' 6',210 lbs,R,R,68,Chicago White Sox,CHW,2005,2005-2014,Leg,-,84032,Bronze,All-Time Legend  SP Jon Garland  CWS  Peak,,0,N,0,37,23,47,47,62,51,34,33,33,33,76,36,19,38,52,52,56,56,32,10,Normal,Spray,Spray,55,76,96,86,71,52,86,90,118,70,57,68,103,60,73,60,70,67,64,65,67,67,-,-,-,-,-,7,NEU,88-90,OTT,Normal,69,57,-,-,-,35,37,38,42,10,8,6,81,-,-,-,-,-,-,-,-,81,-,-,-,-,-,-,-,-,16,5,6,28,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,.000,0.00,0,-0.0,0.0,0.00,0,0,-0.0,0.0,0.0,0.0,3,3,2,1,0,0,0,20.0,82,77,16,3,0,0,22,5,5,2,0,17,1,2,0,1,0,0,0,0,0,0,0.82,324,18,25,2,0,0.2,0.8,0.8,3.17,1,3,3,5,5,0,0,0,0,2.25,-0.3,1.021,2,0,20.0,0,0,0.00,2,2,2,1,2,2,0,0,0,0,0.0,0.0
SP,Bill Gatewood,Bill,Gatewood,The Spacehog,6' 0',195 lbs,R,R,62,Chicago American Giants,CAG,1912,2026,NeL,-,84426,Bronze,Negro League Star  SP Bill Gatewood  CAG  1912,,0,N,0,58,63,77,82,75,53,63,59,79,83,76,55,63,58,77,82,75,53,35,14,Normal,Normal,Spray,48,79,83,91,74,48,81,83,93,75,47,79,83,90,74,55,72,67,-,-,62,-,-,-,-,-,-,4,NEU,88-90,3/4,Normal,68,60,1,1,1,51,23,45,25,53,59,65,83,-,59,-,19,-,-,-,56,83,-,59,-,19,-,-,-,56,27,4,11,29,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,.000,0.00,0,-0.0,0.0,0.00,0,0,-0.0,0.0,0.0,0.0,3,0,1,0,0,1,0,2.2,11,10,2,0,0,0,2,1,1,1,0,2,0,0,0,0,0,0,0,1,5,0,1.25,34,4,2,0,0,0.2,0.1,0.0,4.48,1,3,0,1,0,1,0,0,0,3.38,0.0,.000,0,0,2.2,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0.0,0.0
SP,Tom Glavine,Tom,Glavine,Ravenna Roadrunners,6' 1',190 lbs,L,L,63,Atlanta Braves,ATL,1999,1993-2004,Snap,-,83085,Bronze,Snapshot  SP Tom Glavine  ATL  1999,,0,N,0,18,12,36,3,43,24,14,15,25,6,45,14,12,20,40,3,43,28,83,18,Normal,Normal,Normal,52,82,78,67,90,44,115,98,82,132,54,73,70,62,79,40,66,58,62,74,-,-,-,-,-,-,-,5,NEU,89-91,3/4,Normal,80,92,-,-,-,35,47,39,36,6,2,4,86,-,-,-,-,-,-,-,-,86,-,-,-,-,-,-,-,-,5,4,6,5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,.000,0.00,0,-0.0,0.0,0.00,0,0,-0.0,0.0,0.0,0.0,2,0,1,0,0,1,0,2.2,9,7,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,2,1,0,1.52,39,2,3,0,0,0.1,0.0,0.2,5.29,1,2,0,0,0,0,0,0,0,0.00,0.0,.000,0,0,2.2,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0.0,0.0
SP,Tom Glavine,Tom,Glavine,Detroit Sushi Cats,6' 1',190 lbs,L,L,63,Atlanta Braves,ATL,1999,1993-2004,Snap,-,83085,Bronze,Snapshot  SP Tom Glavine  ATL  1999,,0,N,0,18,12,36,3,43,24,14,15,25,6,45,14,12,20,40,3,43,28,83,18,Normal,Normal,Normal,52,82,78,67,90,44,115,98,82,132,54,73,70,62,79,40,66,58,62,74,-,-,-,-,-,-,-,5,NEU,89-91,3/4,Normal,80,92,-,-,-,35,47,39,36,6,2,4,86,-,-,-,-,-,-,-,-,86,-,-,-,-,-,-,-,-,5,4,6,5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,.000,0.00,0,-0.0,0.0,0.00,0,0,-0.0,0.0,0.0,0.0,3,3,1,0,0,0,0,20.0,85,78,13,6,1,2,36,10,10,3,0,11,1,1,2,0,0,0,1,0,0,0,1.19,327,19,29,0,0,-0.0,0.2,0.2,4.47,1,3,3,2,1,1,0,0,0,0.90,-0.4,1.021,0,0,20.0,0,0,0.00,2,1,1,0,0,0,0,0,0,0,0.0,0.0
SP,Al Grabowski,Al,Grabowski,Candy's Bucks TTC,6' 0',175 lbs,L,L,69,St. Louis Cardinals,STL,1929,1921-1945,RS,-,84277,Bronze,Rookie Sensation  SP Al Grabowski  STL  1929,,0,N,0,5,2,6,1,3,2,2,5,6,1,3,2,2,5,7,1,3,2,29,54,Normal,Normal,Normal,75,70,81,62,74,71,78,84,63,86,76,66,81,62,69,-,104,71,-,81,-,-,-,-,-,-,-,3,FB,90-92,3/4,Normal,91,82,-,-,-,27,20,23,23,3,4,9,55,-,-,-,-,-,-,-,-,55,-,-,-,-,-,-,-,-,15,5,6,26,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,.000,0.00,0,-0.0,0.0,0.00,0,0,-0.0,0.0,0.0,0.0,3,3,2,1,0,0,0,18.2,86,78,20,2,0,1,28,6,4,6,0,13,1,1,0,0,0,0,1,0,0,0,0.95,338,15,26,0,0,0.3,0.3,0.6,4.53,1,3,3,2,1,1,0,0,0,0.96,0.0,1.021,0,0,18.2,0,0,0.00,1,1,0,0,0,0,0,0,0,0,0.0,0.0
SP,Atlee Hammaker,Atlee,Hammaker,Santa Barbara Golden Gophers -BFF,6' 3',200 lbs,S,L,62,San Francisco Giants,SFG,1982,1980-1992,RS,-,84275,Bronze,Rookie Sensation  SP Atlee Hammaker  SF  1982,,0,N,0,5,1,7,1,7,4,1,6,4,1,4,7,1,5,8,1,9,4,28,15,Normal,Pull,Pull,64,65,142,65,65,76,59,108,69,55,60,66,153,64,68,73,88,-,60,-,-,-,-,-,-,-,-,3,NEU,89-91,3/4,Normal,70,42,-,-,-,35,44,34,23,10,2,10,83,-,-,-,-,-,-,-,-,83,-,-,-,-,-,-,-,-,15,4,11,22,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,.000,0.00,0,-0.0,0.0,0.00,0,0,-0.0,0.0,0.0,0.0,3,3,1,1,0,0,0,23.0,88,86,11,5,0,1,25,4,4,2,0,11,0,0,0,2,0,0,0,0,0,0,1.00,330,24,34,0,0,0.7,0.6,1.2,4.40,1,3,3,4,2,2,0,0,0,1.57,0.0,1.021,0,0,23.0,0,0,0.00,2,2,0,0,0,0,0,0,0,0,0.0,0.0
